Station,utm_e,utm_n,height,utm_z
12090,357436.82834,5014260.17629,0,ON-9
12091,358120.26651,5021076.02272,0,ON-9
12092,358098.82958,5021063.82734,0,ON-9
12093,357886.69425,5020936.89666,0,ON-9
12094,356808.73140,5015827.89185,0,ON-9
12095,358574.74033,5021686.82975,0,ON-9
12096,358757.83868,5022086.47446,0,ON-9
12097,363577.54989,5028519.63844,0,ON-9
12098,362232.16457,5027455.23097,0,ON-9
12099,357153.33961,5018189.25160,0,ON-9
12100,357383.89380,5019239.61111,0,ON-9
12101,357302.07303,5018913.00061,0,ON-9
12102,357331.72991,5019013.07941,0,ON-9
12103,357121.90148,5018036.74324,0,ON-9
12104,356760.87607,5015940.07088,0,ON-9
12105,356988.53337,5017426.49041,0,ON-9
12106,356931.15602,5017176.30448,0,ON-9
12107,357115.21252,5018009.98738,0,ON-9
12108,357040.50802,5017660.49154,0,ON-9
12109,356928.22031,5017147.41536,0,ON-9
12110,356935.03855,5017170.32700,0,ON-9
12111,362363.66361,5027575.09780,0,ON-9
12112,363128.93456,5028224.55938,0,ON-9
12113,363121.23000,5028220.75580,0,ON-9
12114,363203.96133,5028275.93857,0,ON-9
12115,363100.34554,5028202.98596,0,ON-9
12116,363128.28552,5028223.67556,0,ON-9
12117,363053.46890,5028171.91782,0,ON-9
12118,363220.48843,5028287.44421,0,ON-9
12119,361640.92000,5026737.38402,0,ON-9
12120,361640.79026,5026738.31830,0,ON-9
12121,361640.04579,5026738.58599,0,ON-9
12122,361639.87035,5026736.79745,0,ON-9
12123,361697.34913,5026819.25693,0,ON-9
12124,362998.74853,5026076.44266,0,ON-9
12125,349230.35990,5028216.52177,0,ON-9
12126,350083.71945,5029001.57562,0,ON-9
12127,349803.66989,5028748.61734,0,ON-9
12128,347589.56458,5026694.10194,0,ON-9
12129,348117.30259,5027187.50927,0,ON-9
12130,369527.60921,5032964.38459,0,ON-9
12131,377030.00334,5017890.62645,0,ON-9
12132,377830.16620,5018354.08499,0,ON-9
12133,374696.23074,5016364.22858,0,ON-9
12134,374291.53480,5016112.82656,0,ON-9
12135,371693.95547,5014482.70023,0,ON-9
12136,378495.49891,5018789.67036,0,ON-9
12137,378474.18396,5018746.47463,0,ON-9
12138,380179.86980,5019856.47326,0,ON-9
12139,368283.08235,5032275.92189,0,ON-9
12140,368282.41345,5032275.25300,0,ON-9
12141,368283.08235,5032275.92189,0,ON-9
12142,368283.69465,5032274.34741,0,ON-9
12143,368284.08569,5032275.25300,0,ON-9
12144,369356.25047,5032924.82375,0,ON-9
12145,369357.70954,5032925.58860,0,ON-9
12146,369356.68383,5032925.16675,0,ON-9
12147,369358.12632,5032926.29866,0,ON-9
12148,369023.84579,5032723.27857,0,ON-9
12149,369055.68308,5032742.88193,0,ON-9
12150,369126.74909,5032786.06114,0,ON-9
12151,368441.07542,5032369.97227,0,ON-9
12152,368467.47643,5032387.30715,0,ON-9
12153,368448.75593,5032374.49022,0,ON-9
12154,368398.92572,5032344.02082,0,ON-9
12155,368472.39590,5032391.22345,0,ON-9
12156,368393.81927,5032341.80204,0,ON-9
12157,368484.46277,5032396.40937,0,ON-9
12158,368788.09036,5032579.27995,0,ON-9
12159,368562.19404,5032444.18221,0,ON-9
12160,368543.75848,5032432.17894,0,ON-9
12161,368738.24959,5032550.99051,0,ON-9
12162,368665.18228,5032506.28828,0,ON-9
12163,367948.52146,5032061.40826,0,ON-9
12164,368310.03013,5032291.17619,0,ON-9
12165,367817.04494,5031975.40181,0,ON-9
12166,367835.18821,5031986.63039,0,ON-9
12167,368136.86815,5032180.08992,0,ON-9
12168,369438.45516,5032967.78478,0,ON-9
12169,369444.96528,5032969.86796,0,ON-9
12170,370635.88121,5008143.46026,0,ON-9
12171,368019.06124,5010532.60923,0,ON-9
12172,372213.10037,5002827.03869,0,ON-9
12173,379461.57225,5028530.23113,0,ON-9
12174,374716.70556,5031965.19867,0,ON-9
12175,368281.70804,5025611.53899,0,ON-9
12176,368281.31353,5025609.22789,0,ON-9
12177,368281.03915,5025608.19451,0,ON-9
12178,364173.88104,5014945.24150,0,ON-9
12179,364172.54325,5014944.57260,0,ON-9
12180,364171.87435,5014945.24150,0,ON-9
12181,364172.20880,5014944.89158,0,ON-9
12182,364171.87435,5014945.24150,0,ON-9
12183,364173.21214,5014943.90370,0,ON-9
12184,364172.54325,5014945.24150,0,ON-9
12185,364173.21214,5014945.24150,0,ON-9
12186,364172.68217,5014945.28266,0,ON-9
12187,364173.21214,5014945.91039,0,ON-9
12188,364173.21214,5014944.57260,0,ON-9
12189,364173.21214,5014944.57260,0,ON-9
12190,364332.00418,5014677.05841,0,ON-9
12191,364375.47889,5014606.32375,0,ON-9
12192,364244.88015,5014831.20500,0,ON-9
12193,364614.66980,5024295.99632,0,ON-9
12194,364432.21400,5012488.31611,0,ON-9
12195,364911.71000,5011575.09500,0,ON-9
12196,368048.29336,5012366.45727,0,ON-9
12197,368003.70900,5015872.07500,0,ON-9
12198,370334.36674,5009452.18706,0,ON-9
12199,368049.70230,5016306.62743,0,ON-9
12200,374599.56752,4996515.72943,0,ON-9
12201,367969.14110,5015644.81338,0,ON-9
12202,367968.59465,5015645.95180,0,ON-9
12203,367652.56136,5014870.80392,0,ON-9
12204,372886.69810,5001645.86482,0,ON-9
12205,372994.55011,4999977.31730,0,ON-9
12206,367611.68882,5014778.61725,0,ON-9
12207,367570.23002,5014676.83677,0,ON-9
12208,373373.75130,5005189.64658,0,ON-9
12209,368031.42508,5016182.25012,0,ON-9
12210,368245.36778,5020288.19827,0,ON-9
12211,371876.57981,5007913.68636,0,ON-9
12212,367924.04375,5017676.63531,0,ON-9
12213,367931.30767,5017567.20224,0,ON-9
12214,368011.78844,5017257.21466,0,ON-9
12215,368017.68162,5012404.23283,0,ON-9
12216,369466.14698,5010786.58891,0,ON-9
12217,369426.37785,5010806.71859,0,ON-9
12218,373150.58646,4999212.19754,0,ON-9
12219,373221.03632,4999145.50769,0,ON-9
12220,374083.06785,4998066.21758,0,ON-9
12221,373040.76290,4999545.44252,0,ON-9
12222,373923.88028,4998531.33426,0,ON-9
12223,370772.01429,5008845.25279,0,ON-9
12224,373374.29796,5003058.39520,0,ON-9
12225,373413.92624,5003125.87889,0,ON-9
12226,350029.66715,5013682.80438,0,ON-9
12227,369080.16302,5028562.51143,0,ON-9
12228,369074.46118,5028787.77552,0,ON-9
12229,369173.45796,5029172.13185,0,ON-9
12230,368117.25815,5023240.87446,0,ON-9
12231,368116.71170,5023242.13857,0,ON-9
12232,368115.96123,5023241.38810,0,ON-9
12233,374747.70383,5036264.26022,0,ON-9
12234,368028.31393,5021766.90318,0,ON-9
12235,368027.98673,5021765.26494,0,ON-9
12236,368028.16555,5021766.30000,0,ON-9
12237,368026.97149,5021766.30000,0,ON-9
12238,368168.31250,5026223.42376,0,ON-9
12239,368169.38324,5026223.19040,0,ON-9
12240,368168.26865,5026222.70975,0,ON-9
12241,368168.35203,5026221.88047,0,ON-9
12242,368166.76425,5026223.23156,0,ON-9
12243,368166.29088,5026222.75819,0,ON-9
12244,368167.71100,5026221.40418,0,ON-9
12245,368168.08838,5026222.45472,0,ON-9
12246,368166.61810,5026220.88216,0,ON-9
12247,368165.99426,5026220.80476,0,ON-9
12248,368169.78923,5026223.83382,0,ON-9
12249,368169.96241,5026222.89673,0,ON-9
12250,368168.46147,5026223.64720,0,ON-9
12251,368168.94880,5026223.15995,0,ON-9
12252,368168.71434,5026221.18371,0,ON-9
12253,368169.23951,5026224.55951,0,ON-9
12254,368167.37655,5026221.18371,0,ON-9
12255,368120.77114,5026647.87637,0,ON-9
12256,368120.77045,5026647.22110,0,ON-9
12257,368121.43935,5026649.22779,0,ON-9
12258,368120.10156,5026647.22110,0,ON-9
12259,368120.88292,5026647.44308,0,ON-9
12260,368120.55845,5026647.76755,0,ON-9
12261,368121.10490,5026646.98441,0,ON-9
12262,368121.05512,5026647.36504,0,ON-9
12263,368121.83837,5026645.71806,0,ON-9
12264,368121.85537,5026646.84587,0,ON-9
12265,368119.43266,5026647.22110,0,ON-9
12266,369560.16678,5028414.30099,0,ON-9
12267,369561.68421,5028415.38938,0,ON-9
12268,368062.11192,5024098.66927,0,ON-9
12269,370385.86375,5030402.15982,0,ON-9
12270,370386.27415,5030402.19500,0,ON-9
12271,370385.86375,5030402.20944,0,ON-9
12272,370385.92062,5030402.18119,0,ON-9
12273,369937.90045,5029316.07600,0,ON-9
12274,369937.54533,5029316.39167,0,ON-9
12275,369939.23824,5029316.74490,0,ON-9
12276,369938.56934,5029318.08269,0,ON-9
12277,369937.48082,5029315.97980,0,ON-9
12278,369787.44156,5028997.97590,0,ON-9
12279,369788.11045,5028997.97590,0,ON-9
12280,369789.97341,5028998.99490,0,ON-9
12281,369789.44824,5028997.30700,0,ON-9
12282,369788.21445,5028998.40087,0,ON-9
12283,369788.93212,5028998.71211,0,ON-9
12284,369789.06343,5028998.24651,0,ON-9
12285,369789.05391,5028997.32689,0,ON-9
12286,369790.16164,5028999.69264,0,ON-9
12287,369788.11045,5028998.64480,0,ON-9
12288,369787.35200,5028997.97590,0,ON-9
12289,369787.89845,5028999.06880,0,ON-9
12290,369787.44156,5028999.31369,0,ON-9
12291,369789.53680,5028998.71988,0,ON-9
12292,369789.07474,5028998.99305,0,ON-9
12293,370801.60291,5031015.52066,0,ON-9
12294,370801.62714,5031016.13338,0,ON-9
12295,370801.74365,5031015.90790,0,ON-9
12296,370803.08144,5031015.90790,0,ON-9
12297,370801.74365,5031015.23900,0,ON-9
12298,370802.92144,5031015.44321,0,ON-9
12299,370802.74403,5031016.12988,0,ON-9
12300,370802.50960,5031015.69215,0,ON-9
12301,370801.53165,5031014.81500,0,ON-9
12302,370802.07810,5031015.67121,0,ON-9
12303,370801.60473,5031015.67121,0,ON-9
12304,370802.07810,5031016.61796,0,ON-9
12305,370801.74365,5031017.24569,0,ON-9
12306,370802.07809,5031015.90765,0,ON-9
12307,370801.07476,5031016.57680,0,ON-9
12308,370801.74365,5031014.57011,0,ON-9
12309,370801.62714,5031014.78050,0,ON-9
12310,370801.53101,5031016.17263,0,ON-9
12311,370803.23391,5031014.88457,0,ON-9
12312,370801.07476,5031016.57680,0,ON-9
12313,370801.74365,5031015.90790,0,ON-9
12314,370800.40586,5031017.24569,0,ON-9
12315,370803.08144,5031016.57680,0,ON-9
12316,370803.02942,5031017.25740,0,ON-9
12317,370802.82857,5031015.53267,0,ON-9
12318,370802.07881,5031014.29890,0,ON-9
12319,370802.07817,5031015.90781,0,ON-9
12320,370801.23380,5031014.92779,0,ON-9
12321,370801.60473,5031015.67121,0,ON-9
12322,368195.71934,5022794.83819,0,ON-9
12323,368194.59170,5022793.27942,0,ON-9
12324,368194.16955,5022792.40750,0,ON-9
12325,368195.05045,5022793.50040,0,ON-9
12326,368194.71600,5022793.27492,0,ON-9
12327,368418.38945,5024853.52930,0,ON-9
12328,368417.72056,5024852.86040,0,ON-9
12329,368419.72724,5024853.52930,0,ON-9
12330,368417.63842,5024852.71519,0,ON-9
12331,368419.19727,5024853.76599,0,ON-9
12332,368418.24600,5024852.81245,0,ON-9
12333,368417.77715,5024854.23936,0,ON-9
12334,368417.86553,5024853.52930,0,ON-9
12335,368419.47437,5024853.15407,0,ON-9
12336,368419.05835,5024852.19151,0,ON-9
12337,368419.05835,5024855.53599,0,ON-9
12338,368418.38945,5024853.52930,0,ON-9
12339,368419.20180,5024852.81245,0,ON-9
12340,368247.51643,5020952.49961,0,ON-9
12341,367973.98327,5021444.29465,0,ON-9
12342,368033.02407,5021799.01021,0,ON-9
12343,370091.60881,5029407.17207,0,ON-9
12344,370080.30284,5029396.26069,0,ON-9
12345,370183.77298,5029609.60813,0,ON-9
12346,368236.46346,5027072.67195,0,ON-9
12347,368112.05702,5026747.97955,0,ON-9
12348,368205.68295,5025979.15580,0,ON-9
12349,368271.47970,5025657.77192,0,ON-9
12350,368121.13740,5022411.56060,0,ON-9
12351,368145.32758,5022489.60899,0,ON-9
12352,368168.45584,5022632.16724,0,ON-9
12353,368198.30456,5022928.90234,0,ON-9
12354,368196.90179,5022809.89384,0,ON-9
12355,368193.04376,5022969.42013,0,ON-9
12356,368104.77140,5023343.19223,0,ON-9
12357,368038.14532,5023821.84303,0,ON-9
12358,368362.94845,5027202.71908,0,ON-9
12359,368242.47778,5024473.79922,0,ON-9
12360,368400.70336,5020494.82574,0,ON-9
12361,368370.39804,5020639.16908,0,ON-9
12362,369762.65247,5028775.50218,0,ON-9
12363,369270.69683,5027858.53277,0,ON-9
12364,370171.31759,5029916.61338,0,ON-9
12365,370821.81054,5031124.26910,0,ON-9
12366,370820.65074,5031055.22465,0,ON-9
12367,370691.74201,5030607.26912,0,ON-9
12368,370717.30851,5030694.37481,0,ON-9
12369,370715.83472,5030690.18587,0,ON-9
12370,370775.65670,5030875.43967,0,ON-9
12371,370700.96711,5030642.01577,0,ON-9
12372,370789.63058,5030924.01357,0,ON-9
12373,370761.59548,5030826.89081,0,ON-9
12374,370772.98111,5030873.43298,0,ON-9
12375,369369.26559,5028041.04119,0,ON-9
12376,368754.27960,5027538.02732,0,ON-9
12377,368717.28174,5027502.49252,0,ON-9
12378,368716.17356,5027500.67236,0,ON-9
12379,368552.40101,5027356.29485,0,ON-9
12380,370470.45974,5030400.10929,0,ON-9
12381,370656.29051,5030532.35273,0,ON-9
12382,370638.23031,5030496.90123,0,ON-9
12383,368544.82670,5027130.16194,0,ON-9
12384,368339.76615,5027182.20540,0,ON-9
12385,368338.65876,5027182.60719,0,ON-9
12386,368338.30627,5027180.42006,0,ON-9
12387,368340.96544,5027183.70493,0,ON-9
12388,368441.53353,5027267.11436,0,ON-9
12389,368443.13314,5027269.05058,0,ON-9
12390,368441.31909,5027267.56916,0,ON-9
12391,368441.89827,5027267.53192,0,ON-9
12392,368481.48492,5027089.59113,0,ON-9
12393,368480.70964,5027090.54503,0,ON-9
12394,368479.95660,5027091.45672,0,ON-9
12395,369218.14194,5027978.57559,0,ON-9
12396,370742.21188,5030827.94803,0,ON-9
12397,370749.59938,5030858.98124,0,ON-9
12398,370768.74477,5030907.16473,0,ON-9
12399,370146.31456,5030109.24493,0,ON-9
12400,370805.64461,5031072.97214,0,ON-9
12401,370798.39917,5030997.84770,0,ON-9
12402,352421.82563,5019557.11505,0,ON-9
12403,362203.71980,5016118.85983,0,ON-9
12404,354989.63560,5019203.18376,0,ON-9
12405,357395.98825,5020644.81410,0,ON-9
12406,356395.53763,5020053.40063,0,ON-9
12407,356395.26248,5020053.88872,0,ON-9
12408,357037.55511,5020438.08680,0,ON-9
12409,356943.90963,5020382.56840,0,ON-9
12410,357002.10361,5020420.02659,0,ON-9
12411,357019.65756,5020428.15570,0,ON-9
12412,356918.67574,5020369.14727,0,ON-9
12413,357048.25745,5020443.43797,0,ON-9
12414,356925.71564,5020372.22624,0,ON-9
12415,356989.39457,5020409.32425,0,ON-9
12416,356877.53547,5020341.47251,0,ON-9
12417,356928.09459,5020372.92311,0,ON-9
12418,357029.12865,5020432.96403,0,ON-9
12419,356976.71127,5020404.59053,0,ON-9
12420,356204.56759,5019936.60187,0,ON-9
12421,355986.01710,5019802.77507,0,ON-9
12422,355077.09080,5019256.23714,0,ON-9
12423,355034.80346,5019228.92603,0,ON-9
12424,355177.79465,5019304.61580,0,ON-9
12425,355248.76188,5019359.45411,0,ON-9
12426,354919.73201,5019156.22978,0,ON-9
12427,353935.93912,5018572.34297,0,ON-9
12428,353928.88547,5018570.17761,0,ON-9
12429,354542.31538,5018936.87652,0,ON-9
12430,354110.26823,5018675.13505,0,ON-9
12431,354530.47697,5018927.84982,0,ON-9
12432,357313.52279,5020598.73213,0,ON-9
12433,357111.80260,5020481.56506,0,ON-9
12434,357332.32321,5020609.37683,0,ON-9
12435,357088.39123,5020468.18713,0,ON-9
12436,357199.42802,5020529.05670,0,ON-9
12437,357159.59262,5020503.60351,0,ON-9
12438,357416.05367,5020656.86127,0,ON-9
12439,356475.57721,5020098.95085,0,ON-9
12440,356706.01453,5020240.36859,0,ON-9
12441,356470.03599,5020097.47400,0,ON-9
12442,356734.01822,5020258.82473,0,ON-9
12443,356726.34874,5020251.74521,0,ON-9
12444,381067.47788,5034854.30892,0,ON-9
12445,365909.65711,5016280.32439,0,ON-9
12446,356221.73682,5005960.42044,0,ON-9
12447,366482.03955,5030203.23460,0,ON-9
12448,366483.37734,5030203.90349,0,ON-9
12449,366481.70510,5030202.19047,0,ON-9
12450,366483.37734,5030203.23460,0,ON-9
12451,366359.40741,5030482.71605,0,ON-9
12452,366677.21682,5029757.73981,0,ON-9
12453,366492.56946,5030178.91974,0,ON-9
12454,371170.64084,5035811.70350,0,ON-9
12455,372977.77612,5035867.47577,0,ON-9
12456,373052.47128,5035929.18046,0,ON-9
12457,373024.60596,5035899.89874,0,ON-9
12458,377553.97775,5036522.12619,0,ON-9
12459,377363.51371,5037144.19507,0,ON-9
12460,376744.35131,5036915.58951,0,ON-9
12461,368526.12061,5035412.46357,0,ON-9
12462,368436.44148,5034839.25351,0,ON-9
12463,393759.86120,5026973.02035,0,ON-9
12464,391395.63774,5032722.76658,0,ON-9
12465,392144.19265,5030878.49845,0,ON-9
12466,393716.71739,5027084.17959,0,ON-9
12467,395323.03718,5022518.69718,0,ON-9
12468,395337.79485,5022629.66687,0,ON-9
12469,395358.83590,5022729.60359,0,ON-9
12470,395369.41479,5022782.63895,0,ON-9
12471,394122.78910,5026035.94639,0,ON-9
12472,395262.12850,5022266.20784,0,ON-9
12473,395261.91943,5022265.10261,0,ON-9
12474,369445.01836,5027280.40720,0,ON-9
12475,361287.07862,5022693.75866,0,ON-9
12476,366968.43395,5014404.75819,0,ON-9
12477,366969.43433,5014402.31052,0,ON-9
12478,366968.76840,5014403.42040,0,ON-9
12479,366969.77174,5014403.42040,0,ON-9
12480,366970.44064,5014403.42040,0,ON-9
12481,369967.93090,5028642.20950,0,ON-9
12482,370151.06322,5028678.06016,0,ON-9
12483,371933.43663,5029226.39809,0,ON-9
12484,371935.33012,5029226.39809,0,ON-9
12485,371905.36395,5029628.36182,0,ON-9
12486,371919.48828,5029574.86067,0,ON-9
12487,370470.45588,5028882.62500,0,ON-9
12488,362226.88493,4996127.34930,0,ON-9
12489,362230.67726,4996125.17153,0,ON-9
12490,369960.38970,5001498.84596,0,ON-9
12491,368211.67460,5000397.28820,0,ON-9
12492,371238.02391,5002260.60664,0,ON-9
12493,356704.09332,4991318.05749,0,ON-9
12494,361849.35508,4995804.72783,0,ON-9
12495,355600.11110,4990434.72225,0,ON-9
12496,354413.36474,4989421.19301,0,ON-9
12497,361591.08170,4995572.55439,0,ON-9
12498,355510.54124,4990291.61403,0,ON-9
12499,357006.02178,4991481.20082,0,ON-9
12500,355153.66520,4990088.51385,0,ON-9
12501,355609.40347,4990433.43339,0,ON-9
12502,369940.29804,5001481.24821,0,ON-9
12503,369464.49337,5001124.86641,0,ON-9
12504,362311.56459,4996202.83470,0,ON-9
12505,363438.60365,4997191.56944,0,ON-9
12506,363413.75745,4997184.85076,0,ON-9
12507,363540.14693,4997287.36669,0,ON-9
12508,362676.87459,4996525.82142,0,ON-9
12509,362380.09225,4996265.37957,0,ON-9
12510,364788.56145,4998400.17569,0,ON-9
12511,365098.65462,4998603.81622,0,ON-9
12512,364795.10065,4998412.27351,0,ON-9
12513,353812.16710,4988877.68736,0,ON-9
12514,352328.98929,4987516.07087,0,ON-9
12515,352961.94258,4988130.23657,0,ON-9
12516,352348.68648,4987564.15249,0,ON-9
12517,372300.66307,5002862.79079,0,ON-9
12518,370203.57151,5001668.85575,0,ON-9
12519,368674.16719,5000668.22208,0,ON-9
12520,348585.70936,4999789.80916,0,ON-9
12521,350847.32323,5018916.65034,0,ON-9
12522,381634.77021,5032463.79315,0,ON-9
12523,381884.85948,5032538.10507,0,ON-9
12524,381842.43873,5032492.69927,0,ON-9
12525,354554.03545,5015182.00410,0,ON-9
12526,378879.39160,5033132.61429,0,ON-9
12527,369714.71344,5027527.34312,0,ON-9
12528,363438.52725,5027146.46518,0,ON-9
12529,363231.73632,5027621.54463,0,ON-9
12530,374247.60889,5024165.37362,0,ON-9
12531,372984.31166,5023420.30094,0,ON-9
12532,367977.68784,5029983.72430,0,ON-9
12533,350196.06600,5016180.16700,0,ON-9
12534,362280.92463,5022371.17354,0,ON-9
12535,365389.23086,5029370.34076,0,ON-9
12536,366914.77945,5016701.62880,0,ON-9
12537,366978.50119,5016729.34868,0,ON-9
12538,356774.10900,5015619.90500,0,ON-9
12539,368231.52225,5028389.98149,0,ON-9
12540,368247.04542,5028366.84852,0,ON-9
12541,364357.23715,5029362.56460,0,ON-9
12542,364399.47807,5029262.30301,0,ON-9
12543,364472.13409,5029099.77156,0,ON-9
12544,367101.42042,5016076.37890,0,ON-9
12545,347246.55742,5013967.10399,0,ON-9
12546,347472.32003,5014151.57418,0,ON-9
12547,372947.13695,5034736.76367,0,ON-9
12548,374620.45913,5034896.20996,0,ON-9
12549,362132.28697,5027087.34510,0,ON-9
12550,365826.81274,5022393.15912,0,ON-9
12551,365912.56324,5022272.56689,0,ON-9
12552,365552.00723,5022347.85225,0,ON-9
12553,365557.44094,5022355.05071,0,ON-9
12554,365814.44856,5022397.03329,0,ON-9
12555,365754.99482,5022393.04020,0,ON-9
12556,365830.92958,5022389.95616,0,ON-9
12557,365924.31818,5022247.91625,0,ON-9
12558,365931.07377,5022232.18027,0,ON-9
12559,398927.55235,5028952.79620,0,ON-9
12560,356794.28329,5010573.98360,0,ON-9
12561,369038.19517,5032215.81386,0,ON-9
12562,369362.37884,5031686.57900,0,ON-9
12563,369066.97255,5032174.34426,0,ON-9
12564,369064.80100,5032172.77074,0,ON-9
12565,369175.23816,5031992.46671,0,ON-9
12566,399949.18075,5029463.84347,0,ON-9
12567,399932.60245,5029464.47590,0,ON-9
12568,399946.89536,5029465.82229,0,ON-9
12569,374458.07335,5028632.87530,0,ON-9
12570,374456.06666,5028632.20641,0,ON-9
12571,374457.97605,5028632.40534,0,ON-9
12572,373432.09054,5029357.95940,0,ON-9
12573,374257.73894,5028749.21420,0,ON-9
12574,380756.93612,5026442.74028,0,ON-9
12575,379926.26122,5026662.00062,0,ON-9
12576,376082.38735,5027391.92745,0,ON-9
12577,376465.97661,5027182.99310,0,ON-9
12578,377391.49753,5026511.14999,0,ON-9
12579,389638.79396,5025326.48798,0,ON-9
12580,397789.36007,5028645.61689,0,ON-9
12581,397591.03630,5028588.28245,0,ON-9
12582,373184.27417,5029451.75829,0,ON-9
12583,373013.43479,5029500.52843,0,ON-9
12584,396344.63504,5028007.00626,0,ON-9
12585,382234.12613,5026226.14733,0,ON-9
12586,395845.75571,5027781.31739,0,ON-9
12587,392646.01898,5026397.54530,0,ON-9
12588,392658.83532,5026402.26460,0,ON-9
12589,372905.16105,5029536.13430,0,ON-9
12590,395296.36600,5027573.07667,0,ON-9
12591,395707.62891,5027735.34828,0,ON-9
12592,389798.21682,5025333.05805,0,ON-9
12593,390824.95131,5025794.50673,0,ON-9
12594,390665.29978,5025725.76759,0,ON-9
12595,390877.48832,5025819.79882,0,ON-9
12596,375853.49616,5027529.70970,0,ON-9
12597,391129.76516,5025931.23381,0,ON-9
12598,372515.48937,5030007.46379,0,ON-9
12599,373840.53722,5029070.79315,0,ON-9
12600,373959.42825,5028978.97029,0,ON-9
12601,374135.99981,5028840.85299,0,ON-9
12602,374197.21264,5028794.74775,0,ON-9
12603,373777.54002,5029113.55414,0,ON-9
12604,372670.86438,5029741.83755,0,ON-9
12605,374302.55500,5028720.45165,0,ON-9
12606,385527.51935,5026385.82731,0,ON-9
12607,373570.18669,5029261.89544,0,ON-9
12608,373569.53323,5029260.38270,0,ON-9
12609,373569.40711,5029259.91272,0,ON-9
12610,373569.95727,5029263.51083,0,ON-9
12611,400001.33330,5024200.61895,0,ON-9
12612,397155.95730,5022979.21989,0,ON-9
12613,396826.05915,5022822.46792,0,ON-9
12614,396193.01282,5022575.35166,0,ON-9
12615,349083.37730,5013219.20285,0,ON-9
12616,380604.02768,5034676.25341,0,ON-9
12617,360734.67371,5024887.22472,0,ON-9
12618,355809.80877,5015833.16621,0,ON-9
12619,374554.32730,5026649.51500,0,ON-9
12620,352520.24046,5020552.82702,0,ON-9
12621,371464.59875,5026937.01682,0,ON-9
12622,371472.02262,5026868.27581,0,ON-9
12623,366661.33426,5026131.64872,0,ON-9
12624,370857.70079,5030831.89768,0,ON-9
12625,370857.01309,5030832.09859,0,ON-9
12626,379795.21725,5034637.98557,0,ON-9
12627,379828.78563,5034518.75382,0,ON-9
12628,396897.89687,5029669.07838,0,ON-9
12629,372845.88386,5029242.83795,0,ON-9
12630,373145.55098,5028668.49545,0,ON-9
12631,372793.18856,5029324.90765,0,ON-9
12632,372793.73130,5029324.36491,0,ON-9
12633,372794.73464,5029324.21970,0,ON-9
12634,372794.44136,5029324.73423,0,ON-9
12635,372771.32327,5029375.72471,0,ON-9
12636,373130.10700,5028819.32683,0,ON-9
12637,350457.12897,5015347.29586,0,ON-9
12638,374906.68701,5031297.72124,0,ON-9
12639,384893.50370,5036397.46174,0,ON-9
12640,351615.89820,5022303.90190,0,ON-9
12641,365212.58790,5029884.24931,0,ON-9
12642,364151.81705,5029235.29609,0,ON-9
12643,364654.84252,5029545.88132,0,ON-9
12644,363892.21793,5029077.34280,0,ON-9
12645,364974.78721,5029740.60662,0,ON-9
12646,365309.31169,5029944.45556,0,ON-9
12647,365264.09472,5029915.14152,0,ON-9
12648,364229.44909,5025408.75762,0,ON-9
12649,364662.73419,5025397.19605,0,ON-9
12650,382743.71297,5010447.30670,0,ON-9
12651,367519.96858,5029162.68242,0,ON-9
12652,367519.16015,5029162.55530,0,ON-9
12653,367518.70326,5029162.55530,0,ON-9
12654,367519.59232,5029161.92990,0,ON-9
12655,368476.38242,5029730.23952,0,ON-9
12656,368382.23186,5029673.87916,0,ON-9
12657,368288.21906,5029617.63134,0,ON-9
12658,368638.85717,5029828.11475,0,ON-9
12659,366365.51559,5005493.43422,0,ON-9
12660,347899.93253,5023391.98938,0,ON-9
12661,344049.18841,5027452.28034,0,ON-9
12662,341212.64762,5030363.40806,0,ON-9
12663,346789.20254,5024600.25644,0,ON-9
12664,365087.76570,5017720.37899,0,ON-9
12665,369860.37944,5032768.00694,0,ON-9
12666,368224.15430,5028274.21595,0,ON-9
12667,368222.62579,5028274.68850,0,ON-9
12668,368233.83484,5028260.42244,0,ON-9
12669,368217.79978,5028281.69626,0,ON-9
12670,385766.89352,5037090.43092,0,ON-9
12671,356887.31009,5019639.41001,0,ON-9
12672,357121.25058,5019770.26495,0,ON-9
12673,357248.36956,5019452.01321,0,ON-9
12674,350699.27097,5014313.08034,0,ON-9
12675,370612.30015,5033651.26648,0,ON-9
12676,364860.25988,5017572.61608,0,ON-9
12677,350638.17082,5020397.68481,0,ON-9
12678,350406.20063,5016187.01051,0,ON-9
12679,351525.98618,5013716.94014,0,ON-9
12680,352984.67874,5012185.06736,0,ON-9
12681,375257.40065,5028785.20770,0,ON-9
12682,375257.28817,5028785.65612,0,ON-9
12683,375259.02960,5028783.46005,0,ON-9
12684,375257.40065,5028783.20101,0,ON-9
12685,375258.73844,5028784.53880,0,ON-9
12686,375258.59347,5028784.53880,0,ON-9
12687,375257.73510,5028782.89946,0,ON-9
12688,375258.48557,5028784.91403,0,ON-9
12689,375257.40065,5028785.87659,0,ON-9
12690,375256.77931,5028784.77775,0,ON-9
12691,374823.32128,5029643.36352,0,ON-9
12692,374707.12947,5029907.36666,0,ON-9
12693,374617.19143,5030114.77197,0,ON-9
12694,374197.46854,5030479.93396,0,ON-9
12695,375159.74517,5028967.79237,0,ON-9
12696,353224.07788,5016500.30095,0,ON-9
